law_name,count
영유아보육법 시행규칙,2
사립학교교직원 연금법 시행령,2
자연재난 구호 및 복구 비용 부담기준 등에 관한 규정,2
기후ㆍ기후변화 감시 및 예측 등에 관한 법률 시행령,2
집단에너지사업법 시행령,2
물환경보전법 시행규칙,2
디지털의료제품법 시행규칙,2
고도 보존 및 육성에 관한 특별법 시행규칙,2
토양환경보전법 시행규칙,2
의료기사 등에 관한 법률 시행규칙,2
행정기본법 시행령,2
사회서비스 이용 및 이용권 관리에 관한 법률 시행령,2
사회서비스 이용 및 이용권 관리에 관한 법률 시행규칙,2
우체국 예금ㆍ보험에 관한 법률 시행령,2
온실가스 배출권의 할당 및 거래에 관한 법률 시행령,2
노인 일자리 및 사회활동 지원에 관한 법률 시행규칙,2
녹색건축물 조성 지원법 시행령,2
난민법 시행령,2
난민법 시행규칙,2
계량에 관한 법률 시행규칙,2
사행산업통합감독위원회법 시행령,2
해양이용영향평가법 시행령,2
그린바이오산업 육성에 관한 법률 시행령,2
해양이용영향평가법 시행규칙,2
그린바이오산업 육성에 관한 법률 시행규칙,2
자동차등록규칙,2
공무원고충처리규정,2
어선안전조업법 시행규칙,2
어선안전조업법 시행령,2
범죄피해자 보호법 시행규칙,2
전기산업발전기본법 시행령,2
이산화탄소 포집ㆍ수송ㆍ저장 및 활용에 관한 법률 시행령,2
광산안전법 시행규칙,2
이산화탄소 포집ㆍ수송ㆍ저장 및 활용에 관한 법률 시행규칙,2
첨단산업 인재혁신 특별법 시행규칙,2
소방공무원 복무규정,2
첨단산업 인재혁신 특별법 시행령,2
남녀고용평등과 일ㆍ가정 양립지원에 관한 법률 시행규칙,2
남녀고용평등과 일ㆍ가정 양립지원에 관한 법률 시행령,2
도심 복합개발 지원에 관한 법률 시행규칙,2
도심 복합개발 지원에 관한 법률 시행령,2
교통약자의 이동편의 증진법 시행규칙,2
정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 시행규칙,2
보건의료기술 진흥법 시행령,2
첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률 시행령,2
한국국토정보공사법 시행령,2
첨단재생의료 안전 및 지원에 관한 규칙,2
교통약자의 이동편의 증진법 시행령,2
산업안전보건법 시행령,2
군 사망사고 진상규명에 관한 특별법 시행령,2
군무원인사법 시행령,2
점자법 시행령,2
아동학대범죄의 처벌 등에 관한 특례법 시행령,2
환경기술 및 환경산업 지원법 시행령,2
민방위기본법 시행령,2
양육비 이행확보 및 지원에 관한 법률 시행규칙,2
대중문화예술산업발전법 시행령,2
대통령 등의 경호에 관한 법률 시행령,2
환경기술 및 환경산업 지원법 시행규칙,2
행정사법 시행규칙,1
행정사법,1
지하수법 시행령 및 시행규칙,1
국가기간 전력망 확충 특별법 시행규칙,1
항공기등록규칙,1
해양에서 발생한 재난의 긴급구조활동 평가에 관한규칙,1
소청절차규정,1
부동산투자회사법 시행규칙,1
부동산투자회사법 시행령,1
푸드테크산업 육성에 관한 법률 시행규칙,1
푸드테크산업 육성에 관한 법률 시행령,1
지방세기본법,1
부동산개발사업 관리 등에 관한 법률 시행령,1
부동산개발사업 관리 등에 관한 법률 시행규칙,1
인감증명서 서식 정비를 위한 국방부 소관 시행규칙,1
농업ㆍ농촌 및 식품산업 기본법 시행령 및 시행규칙,1
건설산업기본법 시행령,1
행정절차법,1
소방공무원 임용령 시행규칙,1
국가데이터처 소관 비영리법인의 설립 및 감독에 관한 규칙안,1
지방세기본법 시행령,1
문화기본법 시행령,1
119구조ㆍ구급에 관한 법률 시행령,1
가축전염병 예방법,1
경찰공무원 임용령 시행규칙,1
경찰공무원 임용령,1
해상풍력 보급 촉진 및 산업 육성에 관한 특별법 시행규칙,1
해상풍력 보급 촉진 및 산업 육성에 관한 특별법,1
경북ㆍ경남ㆍ울산 초대형산불 피해구제 및 지원 등을 위한 특별법 시행령,1
농어업고용인력 지원 특별법 시행규칙,1
치유관광산업 육성에 관한 법률 시행규칙,1
치유관광산업 육성에 관한 법률 시행령,1
군검찰사무 운영규정,1
건설근로자의 기능등급확인증 발급 등에 관한 규칙,1
위치정보의 보호 및 이용 등에 관한 법률,1
원양산업발전법,1
국제개발협력기본법 시행령,1
건설기술진흥법 시행규칙,1
의약품 부작용 피해구제에 관한 규정 시행규칙,1
농약관리법,1
채권의 공정한 추심에 관한 법률,1
집합건물의 소유 및 관리에 관한 법률 시행령,1
한강수계 상수원수질개선 및 주민지원 등에 관한 법률 시행령,1
대부업 등의 등록 및 금융이용자 보호에 관한 법률,1
방위산업 발전 및 지원에 관한 법률 시행규칙,1
낙동강수계 물관리 및 주민지원 등에 관한 법률 시행령,1
금강수계 물관리 및 주민지원 등에 관한 법률 시행령,1
큰글자 서식 개편을 위한 어업의 허가 및 신고 등에 관한 규칙 등 2개 부령 일부개정을 위한 부령,1
사회복지사업법 시행규칙,1
영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률 시행령,1
방위산업 발전 및 지원에 관한 법률 시행령,1
태권도 진흥 및 태권도공원 조성 등에 관한 법률 시행규칙,1
건축법 시행령,1
태권도 진흥 및 태권도공원 조성 등에 관한 법률 시행령,1
순환골재 품질인증 및 관리에 관한 규칙,1
건축물대장의 기재 및 관리 등에 관한 규칙,1
유료도로법 시행령,1
연안관리법 시행규칙,1
적합성평가 관리 등에 관한 법률 시행령,1
매장문화재 보호 및 조사에 관한 법률 시행규칙,1
중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙,1
지방세징수법,1
중소기업창업 지원법 시행규칙,1
신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법 시행규칙,1
지방행정제재ㆍ부과금의 징수 등에 관한 법률,1
재외국민보호를 위한 영사조력법 시행령,1
스마트도시 조성 및 산업진흥 등에 관한 법률,1
국가연구개발혁신법 시행령,1
지적재조사에 관한 특별법 시행규칙,1
한부모가족지원법 시행규칙,1
재외국민보호를 위한 영사조력법 시행규칙,1
건설근로자의 고용개선 등에 관한 법률 시행규칙,1
문화재수리 등에 관한 법률 시행규칙,1
국유재산법 시행규칙,1
어린이안전관리에 관한 법률 시행규칙,1
건설근로자의 고용개선 등에 관한 법률 시행령,1
수산식품산업의 육성 및 지원에 관한 법률 시행령,1
기계설비법 시행령,1
기계설비법 시행규칙,1
보호관찰 등에 관한 법률,1
소방의 화재조사에 관한 법률 시행규칙,1
보호관찰등에 관한 법률 시행규칙,1
해양경찰 수사에 관한 인권보호 규칙,1
문학진흥법 시행규칙,1
군무원인사법 시행규칙,1
교육공무원 인사기록 및 인사사무 처리 규칙,1
자연공원법 시행령,1
지방자치단체 보조금 관리에 관한 법률,1
해양이용영향평가법,1
구직자 취업촉진 및 생활안정지원에 관한 법률,1
화물자동차 운수사업법 시행규칙,1
숙련기술장려법 시행규칙,1
청원경찰법 시행규칙,1
의료 해외진출 및 외국인환자 유치 지원에 관한 법률 시행령,1
예술인의 지위와 권리의 보장에 관한 법률 시행규칙,1
예술인의 지위와 권리의 보장에 관한 법률 시행령,1
청소년활동 진흥법 시행규칙,1
청소년활동 진흥법 시행령,1
국민영양관리법 시행규칙,1
군사경찰 수사규칙,1
산림교육의 활성화에 관한 법률 시행규칙,1
자격기본법 시행규칙,1
지역상권 상생 및 활성화에 관한 법률 시행규칙,1
보호관찰등에 관한 법률 시행령,1
광산피해의 방지 및 복구에 관한 법률 시행규칙,1
관보규정,1
간선급행버스체계의 건설 및 운영에 관한 특별법 시행규칙,1
보건의료인력지원법 시행령,1
농림축산식품부 소관 식품산업진흥법 시행규칙,1
전문의의 수련 및 자격 인정 등에 관한 규정 시행규칙,1
도서관법 시행령,1
인신매매등방지 및 피해자보호 등에 관한 법률 시행규칙,1
해사안전법 시행령,1
소방공무원 승진임용규정 시행규칙,1
인신매매등방지 및 피해자보호 등에 관한 법률 시행령,1
유아교육법 시행규칙,1
물환경보전법 시행령,1
인삼산업법 시행규칙,1
환경개선비용부담법 시행령,1
임금채권보장법,1
재난적의료비 지원에 관한 법률 시행규칙,1
물류시설의 개발 및 운영에 관한 법률 시행령,1
지방자치단체 보조금 관리에 관한 법률 시행령,1
재난안전산업진흥법 시행규칙,1
수산업협동조합법,1
삼차원프린팅산업 진흥법 시행령,1
삼차원프린팅산업 진흥법 시행규칙,1
소방의 화재조사에 관한 법률 시행령,1
국민건강보험법 시행규칙 일부개정안,1
소년법,1
수상레저기구의 등록 및 검사에 관한 법률 시행령,1
수상레저기구의 등록 및 검사에 관한 법률 시행규칙,1
수산업ㆍ어촌 공익기능 증진을 위한 직접지불제도 운영에 관한 법률 시행규칙,1
수산업ㆍ어촌 공익기능 증진을 위한 직접지불제도 운영에 관한 법률 시행령,1
개인정보 침해요인 개선을 위한 3개 법령의 일부개정에 관한 보건복지부령안,1
국군포로의 송환 및 대우 등에 관한 법률 시행령,1
소방공무원 임용령,1
대중교통의 육성 및 이용촉진에 관한 법률 시행령,1
모자보건법 시행규칙,1
주택임대차보호법,1
소방장비관리법 시행규칙,1
드론 활용의 촉진 및 기반조성에 관한 법률 시행규칙,1
전자장치 부착 등에 관한 법률,1
지역신문발전지원특별법 시행령,1
오존층 보호를 위한 특정물질의 제조규제 등에 관한 법률 시행규칙,1
보안관찰법,1
주식회사 등의 외부감사에 관한 법률 시행령,1
저출산ㆍ고령사회기본법 시행규칙,1
군복 및 군용장구의 단속에 관한 법률 시행령,1
군복 및 군용장구의 단속에 관한 법률 시행규칙,1
제대군인지원에 관한 법률 시행규칙,1
법인세법 시행령,1
개별소비세법 시행령,1
개인정보 침해요인 개선을 위한 3개 법령,1
클라우드컴퓨팅 발전 및 이용자 보호에 관한 법률 시행규칙,1
군사경찰 수사규칙안,1
기술보증기금법 시행령,1
먹는물관리법 시행규칙,1
생활주변방사선 안전관리법 시행령,1
전문약사의 자격인정 등에 관한 규칙,1
산림문화 ㆍ 휴양에 관한 법률 시행규칙,1
항만지역등 대기질 개선에 관한 특별법 시행규칙,1
선박직원법 시행령,1
지방세징수법시행령,1
선박직원법 시행규칙,1
소음ㆍ진동관리법 시행령,1
소음ㆍ진동관리법 시행규칙,1
독점규제 및 공정거래에 관한 법률,1
사회재난 구호 및 복구 비용 부담기준 등에 관한 규정,1
석탄산업법 시행령,1
여신전문금융업법 시행령,1
에너지법 시행령,1
자율방범대 설치 및 운영에 관한 법률 시행규칙,1
자율방범대 설치 및 운영에 관한 법률 시행령,1
지방세징수법시행규칙,1
잔류성오염물질 관리법 시행령,1
잔류성오염물질 관리법 시행규칙,1
환경정책기본법 시행령,1
미세먼지 저감 및 관리에 관한 특별법 시행규칙,1
농ㆍ축산ㆍ임ㆍ어업용 기자재 및 석유류에 대한 부가가치세 영세율 및 면세 적용 등에 관한 특례규정 시행규칙,1
민사소송 등에서의 전자문서 이용 등에 관한 법률,1
군인사법 시행규칙,1
교통ㆍ에너지ㆍ환경세법 시행규칙,1
국가사이버안보 기본법,1
해수욕장의 운영 및 관리에 관한 법률 시행령,1
해수욕장의 운영 및 관리에 관한 법률 시행규칙,1
산업재해보상보험법 시행령,1
송ㆍ변전설비 주변지역의 보상 및 지원에 관한 법률 시행령,1
형의 실효 등에 관한 법률,1
산림복지 진흥에 관한 법률 시행령,1
중소기업협동조합법 시행령,1
중소기업 스마트제조혁신 촉진에 관한 법률 시행규칙,1
농수산물의 원산지 표시 등에 관한 법률 시행령,1
농수산물 품질관리법 시행규칙,1
양잠산업법 시행령,1
주민등록법,1
선박안전법 시행규칙,1
스토킹방지 및 피해자보호 등에 관한 법률 시행령,1
새만금사업 추진 및 지원에 관한 특별법 시행령,1
새만금사업 추진 및 지원에 관한 특별법 시행규칙,1
변리사법 시행규칙,1
심뇌혈관질환의 예방 및 관리에 관한 법률 시행령,1
심뇌혈관질환의 예방 및 관리에 관한 법률 시행규칙,1
부동산등기 특별조치법에 의한 과태료부과ㆍ징수규칙,1
수산업법 시행규칙,1
국민 평생 직업능력 개발법 시행규칙,1
공직자 등의 병역사항 신고 및 공개에 관한 법률 시행규칙,1
전문약사의 자격 인정 등에 관한 규칙,1
소방기본법 시행규칙,1
문화예술진흥법 시행규칙,1
주택임대차보호법 시행령,1
6ㆍ25 전사자유해의 발굴 등에 관한 법률 시행령,1
수산식품산업의 육성 및 지원에 관한 법률 시행규칙,1
행정절차법 시행령,1
장기등 이식에 관한 법률 시행규칙,1
전자서명법 시행령,1
범죄피해자보호법,1
공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 시행규칙,1
장애인 등에 대한 특수교육법 시행령,1
해양교육 및 해양문화의 활성화에 관한 법률 시행규칙,1
수산직접지불제 시행에 관한 법률 시행규칙,1
수산직접지불제 시행에 관한 법률 시행령,1
전자서명법 시행규칙,1
주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙,1
5ㆍ18민주유공자 예우에 관한 법률 시행규칙,1
소프트웨어산업 진흥법 시행규칙,1
해양조사와 해양정보 활용에 관한 법률 시행규칙,1
행정기관의 공모전 운영에 관한 규정,1
국가교육위원회 설치 및 운영에 관한 법률 시행령,1
소금산업 진흥법 시행규칙,1
축산법 시행규칙,1
농림수산식품투자조합 결성 및 운용에 관한 법률 시행령,1
국가정보원직원법 시행령,1
교육공무원 징계령,1
지역상권 상생 및 활성화에 관한 법률 시행령,1
한국교육방송공사법 시행령,1
방송문화진흥회법 시행령,1
학교안전사고 예방 및 보상에 관한 법률 시행령,1
공공기록물 관리에 관한 법률 시행령,1
위치정보의 보호 및 이용 등에 관한 법률 시행령,1
특례를 둘 수 있는 시ㆍ군ㆍ구 지정 신청 등의 서식에 관한 규칙,1
저출산ㆍ고령사회기본법 시행령,1
공공기록물 관리에 관한 법률 시행규칙,1
공공보건의료에 관한 법률 시행규칙,1
국민건강증진법 시행규칙,1
도시교통정비 촉진법 시행령,1
주세법 시행령,1
소재ㆍ부품ㆍ장비산업 경쟁력강화를 위한 특별조치법 시행규칙,1
해외이주법 시행규칙,1
해외이주법 시행령,1
항만운송사업법 시행령,1
식품ㆍ의약품 등의 안전기술 진흥법 시행규칙,1
공무원의 노동조합 설립 및 운영 등에 관한 법률 시행규칙,1
사이버안보 업무규정,1
노동조합 및 노동관계조정법 시행규칙,1
저작권법 시행규칙,1
산업집적활성화 및 공장설립에 관한 법률 시행령,1
공동주택관리법 시행규칙,1
산림문화ㆍ휴양에 관한 법률 시행령,1
항만운송사업법 시행규칙,1
대한민국재향군인회 수익사업에 관한 규칙,1
기초연금법 시행령,1
재외동포의 출입국과 법적 지위에 관한 법률 시행규칙,1
전자장치 부착 등에 관한 법률 시행령,1
재난관리자원의 관리 등에 관한 법률 시행령,1
연구개발특구의 육성에 관한 특별법 시행규칙,1
어린이 안전관리에 관한 법률 시행령,1
공무원 인사기록ㆍ통계 및 인사사무 처리규정,1
군사법원법 제228조의2 제2항에 따른 군검사와 군사법경찰관의 수사준칙에 관한 규정,1
재난관리자원의 관리 등에 관한 법률 시행규칙,1
지방공무원법,1
소재ㆍ부품ㆍ장비산업 경쟁력 강화를 위한 특별조치법 시행규칙,1
정보통신망이용촉진 및 정보보호등에 관한 법률 시행령,1
마약류 관리에 관한 법률 시행령,1
변리사법 시행령,1
대규모유통업법 시행령,1
대리점거래의 공정화에 관한 법률 시행령,1
벤처기업육성에 관한 특별조치법 시행령,1
약관의 규제에 관한 법률 시행령,1
제주4ㆍ3사건 진상규명 및 희생자 명예회복에 관한 특별법,1
평화경제특별구역의 지정 및 운영에 관한 법률 시행령,1
엔지니어링산업진흥법 시행령,1
소비자기본법 시행령,1
어린이 식생활안전관리 특별법 시행령,1
재난 및 안전관리기본법,1
식품위생 분야 종사자의 건강진단 규칙,1
순환경제사회 전환 촉진법 시행규칙,1
야생생물 보호 및 관리에 관한 법률 시행령,1
결핵예방법 시행령,1
채무자 회생 및 파산에 관한 법률,1
재외동포의 출입국과 법적지위에 관한 법률 시행규칙,1
물류정책기본법 시행규칙,1
노인ㆍ장애인 등 사회복지시설의 급식안전 지원에 관한 법률 시행령,1
종자산업법 시행규칙,1
농어업재해보험법 시행령,1
재외동포의 출입국과 법적지위에 관한 법률 시행령,1
고등교육기관의 평가ㆍ인증 등에 관한 규정,1
치매관리법 시행령,1
디지털 인사관리규정,1
지능형로봇 개발 및 보급 촉진법 시행규칙,1
장기 등 이식에 관한 법률 시행령,1
전자상거래 등에서의 소비자보호에 관한 법률 시행규칙,1
의료기기법 시행규칙,1
변호사시험법 시행규칙,1
장애인 건강권 및 의료접근성 보장에 관한 법률 시행규칙,1
국가통합교통체계효율화법 시행규칙,1
안보범죄등 대응업무규정,1
산림기술 진흥 및 관리에 관한 법률 시행규칙,1
기상법 시행규칙,1
지하안전관리에 관한 특별법 시행규칙,1
지역보건법 시행령,1
수입식품안전관리 특별법 시행령,1
할부거래에 관한 법률 시행령,1
우체국예금ㆍ보험에 관한 법률 시행령,1
공중위생관리법 시행규칙,1
의료급여법 시행령,1
부동산개발업의 관리 및 육성에 관한 법률 시행령,1
대구경북통합신공항 건설을 위한 특별법 시행령,1
유기성 폐자원을 활용한 바이오가스의 생산 및 이용 촉진법 시행규칙,1
재산형 등에 관한 검찰 집행사무규칙,1
대구경북통합신공항 건설을 위한 특별법 시행규칙,1
자유형 등에 관한 검찰 집행사무규칙,1
공무원 재해보상법,1
5ㆍ18민주유공자 예우에 관한 법률 시행령,1
국방전직교육원법 시행령,1
국립묘지의 설치 및 운영에 관한 법률 시행령,1
참전유공자예우 및 단체설립에 관한 법률 시행령,1
전세사기피해자 지원 및 주거안정에 관한 특별법 시행령,1
모빌리티 혁신 및 활성화 지원에 관한 법률 시행령,1
체외진단의료기기법 시행규칙,1
모빌리티 혁신 및 활성화 지원에 관한 법률 시행규칙,1
남북 주민 사이의 가족관계와 상속 등에 관한 특례법,1
아동ㆍ청소년의 성보호에 관한 법률 시행령,1
아동ㆍ청소년의 성보호에 관한 법률 시행규칙,1
산업안전기본법 시행령,1
5ㆍ18민주화운동 관련자 보상 등에 관한 법률 시행령,1
임업ㆍ산림 공익기능 증진을 위한 직접지불제도 운영에 관한 법률 시행규칙,1
진술조력인의 선정 등에 관한 규칙,1
장애인 고용촉진 및 직업재활법 시행규칙,1
해양수산과학기술육성법,1
임업ㆍ산림 공익기능 증진을 위한 직접지불제도 운영에 관한 법률 시행령,1
자유무역협정 체결에 따른 무역조정 지원에 관한 법률 시행규칙,1
자유무역협정 체결에 따른 무역조정 지원에 관한 법률 시행령,1
국가보훈대상자 의료지원에 관한 규칙,1
항만안전특별법 시행규칙,1
혈액관리법 시행규칙,1
경륜ㆍ경정법 시행령,1
노후준비 지원법 시행규칙,1
노후준비 지원법 시행령,1
서민의 금융생활 지원에 관한 법률 시행령,1
기초연구진흥 및 기술개발지원에 관한 법률 시행령,1
뇌연구 촉진법 시행령,1
원자력안전 정보공개 및 소통에 관한 법률 시행규칙,1
비료관리법 시행규칙,1
장애인고용촉진 및 직업재활법 시행규칙,1
산업 디지털 전환 촉진법 시행규칙,1
안보범죄정보 업무규정,1
재난적의료비 지원에 관한 법률,1
비료관리법 시행령,1
원자력안전 정보공개 및 소통에 관한 법률 시행령,1
광산피해의 방지 및 복구에 관한 법률 시행령,1
외교부 소관 비영리법인의 설립 및 감독에 관한 규칙,1
행정절차법 시행규칙,1
특허권 등의 등록령 시행규칙,1
국민기초생활 보장법 시행령,1
농어업인의 안전보험 및 안전재해예방에 관한 법률 시행령,1
국민기초생활 보장법 시행규칙,1
경력단절여성등의 경제활동 촉진법 시행령,1
항만시설관리권 등록령 시행규칙,1
경력단절여성등의 경제활동 촉진법 시행규칙,1
국가기술자격법 시행령,1
노인복지법 시행령,1
군검찰 보존사무규칙,1
군검찰 압수물 사무규칙,1
가사소송법,1
출국대기실 운영규칙,1
체육인복지법 시행령,1
군검찰 사건사무규칙,1
체육인 복지법 시행규칙,1
외국인보호규칙,1
어업의 허가 및 신고 등에 관한 규칙,1
문화재수리등에 관한 법률 시행령,1
내수면 가두리양식어업 면허기간 연장불허에 따른 손실보상에 관한 특별법 시행령,1
전자문서 및 전자거래기본법 시행규칙,1
전자문서 및 전자거래기본법 시행령,1
적합성평가 관리 등에 관한 법률 시행규칙,1
문화재수리등에 관한 법률 시행규칙,1
내수면 가두리양식어업 면허기간 연장불허에 따른 손실보상에 관한 특별법 시행규칙,1
국방과학기술혁신 촉진법 시행령,1
암관리법 시행규칙,1
국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 시행령,1
총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률,1
수소경제 육성 및 수소 안전관리에 관한 법률 시행규칙,1
국가공무원 복무규칙,1
자율관리어업 육성 및 지원에 관한 법률 시행규칙,1
전파법 시행규칙,1
해양치유자원의 관리 및 활용에 관한 법률 시행규칙,1
공공데이터의 제공 및 이용 활성화에 관한 법률 시행규칙,1
총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률 시행령,1
"화재예방, 소방시설 설치유지 및 안전관리에 관한 법률 시행규칙",1
"화재예방, 소방시설 설치유지 및 안전관리에 관한 법률 시행령",1
부정청탁 및 금품등 수수의 금지에 관한 법률 시행령,1
전기안전관리법 시행령,1
국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 시행령,1
장애인복지법 시행규칙,1
해외이주법,1
여객자동차 운수사업법 시행령,1
자유무역협정의 이행을 위한 관세법의 특례에 관한 법률시행규칙,1
대안교육기관에 관한 법률 시행령,1
공직자의 이해충돌 방지법 시행령,1
연안사고 예방에 관한 법률 시행규칙,1
원자력시설 등의 방호 및 방사능 방재 대책법 시행규칙,1
연구산업진흥법 시행령,1
수산부산물 재활용 촉진에 관한 법률 시행규칙,1
원자력시설 등의 방호 및 방사능 방재 대책법 시행령,1
외국환거래법 시행령,1
6.25전쟁 전후 적 지역에서 활동한 비정규군 공로자 보상에 관한 법률 시행령,1
교원자격검정령,1
10ㆍ29이태원참사 피해자 권리보장과 진상규명 및 재발방지를 위한 특별법 시행령,1
범죄피해자 보호법 시행령,1
승강기 안전관리법 시행규칙,1
경찰관 직무집행법 시행령,1
인감증명서 서식 정비를 위한 국방부 소관 시행령,1
근로복지기본법 시행규칙,1
소상공인기본법 시행령,1
국가유산영향진단법 시행규칙,1
점자법 시행규칙,1
주류 면허 등에 관한 법률 시행령,1
하수도법 시행규칙,1
지뢰의 제거 등 지뢰대응활동에 관한 법률 시행규칙,1
소방산업의 진흥에 관한 법률 시행규칙,1
자율주행자동차 상용화 촉진 및 지원에 관한 법률 시행령,1
이륜자동차검사의 시행 등에 관한 규칙,1
문화유산의 보존 및 활용에 관한 법률 시행규칙,1
집단소송법,1
도시가스사업법 시행령,1
여객자동차 운수사업법 시행규칙,1
기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법 시행령,1
영화 및 비디오물의 진흥에 관한 법률 시행령,1
도시가스법 시행규칙,1
국가공무원 명예퇴직수당 등 지급 규정,1
새마을금고법 시행규칙,1
양육비 이행확보 및 지원에 관한 법률 시행령,1
교육공무원임용령,1
학교 밖 청소년 지원에 관한 법률 시행령,1
경찰수사에 관한 인권보호규칙,1
국가과학기술 경쟁력 강화를 위한 이공계지원 특별법 시행령,1
군인의 지위 및 복무에 관한 기본법 시행령,1
공연법 시행규칙,1
소상공인 생계형 적합업종 지정에 관한 특별법 시행령,1
화학물질관리법 시행규칙,1
성폭력범죄의 처벌 등에 관한 특례법 시행령,1
환경범죄 등의 단속 및 가중처벌에 관한 법률 시행령,1
산업기술의 유출방지 및 보호에 관한 법률 시행규칙,1
산업기술의 유출방지 및 보호에 관한 법률 시행령,1
산업교육진흥 및 산학연협력촉진에 관한 법률 시행규칙,1
성희롱ㆍ성폭력 근절을 위한 공무원 인사관리규정,1
경찰청 소속 경찰공무원 임용에 관한 규정 시행규칙,1
해양경찰청 소속 경찰공무원 임용에 관한 규정 시행규칙,1
야생생물 보호 및 관리에 관한 법률 시행령 및 시행규칙,1
아동학대범죄의 처벌 등에 관한 특례법 시행규칙,1
천안함 피격사건 피해구제 및 지원 등을 위한 특별법 시행령,1
천안함 피격사건 피해구제 및 지원 등을 위한 특별법 시행규칙,1
12ㆍ29여객기참사 피해구제 및 지원 등을 위한 특별법 시행령,1
행정심판법 시행규칙,1
대중문화예술산업발전법 시행규칙,1
재외국민등록법 시행령,1
재외국민등록법 시행규칙,1
건강가정기본법 시행규칙,1
건축물대장규칙,1
자동차손해배상 보장법 시행규칙,1
국가기간 전력망 확충 특별법 시행령,1
해양경비법 시행령,1
원자력안전법 시행령 및 시행규칙,1
게임산업진흥에 관한 법률 시행령,1
고준위 방사성폐기물 관리에 관한 특별법 시행령,1
농림어업총조사 규칙,1
항공보안법 시행규칙,1
총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률 시행규칙,1
신용보증기금법 시행령,1
학교복합시설 설치 및 운영ㆍ관리에 관한 법률 시행규칙,1
학교안전사고 예방 및 보상에 관한 법률 시행규칙,1
군인복지기본법 시행령,1
온라인학교의 설립ㆍ운영에 관한 규정,1
방위산업기술 보호법 시행규칙,1
국가전략기술 육성에 관한 특별법 시행령,1
